fecha,alimentos,petro_quim,resto,ng_original
2021-12-01,144.10732905845262,133.76933921330522,118.46858445628396,127.32258878895958
2022-01-01,131.5927788718501,133.2860594912232,95.06641385280571,110.45223892022884
2022-02-01,136.15568319316452,122.95426166119618,107.06985548677277,116.86553670599886
2022-03-01,154.01939252930475,141.14484656887018,127.11521694023808,136.06417977063688
2022-04-01,148.71692013407508,136.8367781745743,122.1213263937415,131.11057688323166
2022-05-01,154.17253864178863,141.90275910268798,126.64924176971431,135.95623391042966
2022-06-01,154.71737900027372,140.9408596327472,129.7426449731658,137.74172355073372
2022-07-01,156.9753880455758,141.61414756393754,128.76188214582604,137.83236809148204
2022-08-01,164.16538187316272,146.3291503119473,132.69720754600763,142.69539492532036
2022-09-01,157.7410882631877,139.95685346931984,129.0322464184159,137.89850280383965
2022-10-01,149.2889481777417,142.0324086100251,125.1801093251261,133.9217994277668
2022-11-01,149.99608199510072,142.8222394096933,125.04375462245189,134.14810212988814
2022-12-01,142.08303945319,129.44113034640873,113.79532707732287,123.35551311628166
2023-01-01,143.47461035691177,130.44834455464886,102.70376413208288,117.35959829400518
2023-02-01,127.80157710679764,121.03640829067824,107.89022600019176,114.97961805150167
2023-03-01,154.02563145537084,140.79965361161558,134.9491854791095,140.60284318567005
2023-04-01,146.8687508166144,137.97362877561284,126.38843988703195,133.35350382480027
2023-05-01,154.35545509435778,144.43013585101596,128.19960286971906,137.3370382911086
2023-06-01,148.3834741041942,141.01489918483057,126.44949165571913,134.27318455353014
2023-07-01,147.7268626828587,142.76052506514398,122.97933911392637,132.37164756745275
2023-08-01,152.76442365838804,139.20180866021528,132.1165423673102,138.3630070813502
2023-09-01,142.62967171336788,144.58544533854888,126.70754928143128,133.61988928272442
2023-10-01,146.38333467282965,137.69203044033426,126.08491655308002,133.0091904493393
2023-11-01,139.676079104633,136.4247242600042,119.98787741644249,127.5781512965671
2023-12-01,131.19780865002352,120.30862687496625,93.76874679209021,107.40382708053018
2024-01-01,134.77059243789012,117.75732603751666,85.4771689183372,102.98323083293734
2024-02-01,126.22335344205533,120.05980186709043,89.68751012763873,103.75102024796448
2024-03-01,132.17042653444412,133.88196570358926,94.67705971709096,110.46572537113644
2024-04-01,134.22216345515014,125.98268523835246,97.5109162738443,111.2965219356007
2024-05-01,144.15907123295645,135.14204377305313,99.97695782507624,116.71976927266223
2024-06-01,136.52758208314555,126.21582880393846,89.32688919950463,107.09903168407163
2024-07-01,157.02388118065377,139.60067980050877,107.58103084766283,125.0796687823528
2024-08-01,155.27783235818634,137.995021596767,114.99926489151088,128.73308622570693
2024-09-01,152.47502033643423,133.71211241583697,111.4400643697461,125.23673630937816
2024-10-01,157.19930076377534,137.58702463567678,117.0048518520074,130.31068482170923
2024-11-01,151.8418567340787,133.54319554909478,112.02320185682224,125.39541977505476
2024-12-01,142.4003649509738,129.13605126565255,102.44973869908073,116.72631144153108
2025-01-01,144.92034751849175,129.75262257633915,90.94542827233086,110.6983479184584
2025-02-01,140.3289772610975,116.24209147890662,95.53671052205237,109.9879672719398
2025-03-01,140.92066198420423,122.87437728920128,104.07881585605087,116.26302218891296
2025-04-01,145.19610714215136,127.36023014376711,109.94274752580174,121.5057903538734
2025-05-01,148.45290174222427,136.23355916501228,110.3429588843206,124.03498423474458
2025-06-01,142.35992160863836,131.31515906277562,103.12638286539024,117.48117186410737
2025-07-01,152.93478461233863,139.08072684620942,107.99280636958433,124.23325522421634
2025-08-01,152.01490409613362,138.41809737033242,107.01243949258125,123.32131738437457
2025-09-01,154.47700490423176,137.97268942438907,108.80494682176256,124.89984718005788
2025-10-01,155.38158932426856,137.75876525174328,111.57650338410835,126.71079320832833
2025-11-01,139.7333295615829,131.51459984078159,98.93820139550137,114.4155858024882
2025-12-01,143.6538301814007,130.87589979431056,93.41679538268961,112.02787091913596
2026-01-01,143.1868212393771,137.02976587281668,82.4410639207335,106.51404905038537
2026-02-01,129.87365653702864,122.95212351518498,81.42115030583892,100.28306160772554
2026-03-01,152.1945814078316,141.11697696245827,104.21168664374753,122.17791570884084
2026-04-01,142.09857229972965,145.0078408970988,101.18478907595727,118.5896315999007
2026-05-01,143.99038027206336,138.17939425435222,99.72010798131565,117.04054410652112
2026-06-01,151.1871079945564,143.43218257673092,100.01430905689318,119.86011272719423
